UTC:,ykdhf,,,,,,,,,,,,,,,,,
time_pc [s],Mass [g],time_mcu[ms],data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:
12.77104378,0,A,,,,,,,,,,,,,,,,
12.78668165,0,77692,4600,22826,12085,9526,8830,8566,8522,8742,8602,8609,8822,9423,8661,8734,9328,28552
12.80233669,0,77707,25385,6682,24688,12290,9372,8742,8529,8763,8683,8573,8822,9402,8514,8448,8588,9893
12.81796265,0,77722,10281,24901,6799,24190,12254,9358,8903,8991,8910,8712,9013,9849,8661,8514,8661,9533
12.83358812,0,77736,9321,10487,25077,6718,22679,11183,9027,8984,8844,8720,8939,9526,8529,8521,8500,9174
12.85868049,0,77751,8793,9145,10362,22789,6623,20553,10633,9137,8888,8676,8866,9343,8448,8412,8463,8969
12.87355852,0,77766,8632,8771,9152,9519,20876,6440,18926,10824,9159,8808,8962,9387,8485,8353,8434,8947
12.87811756,0,77781,8668,8727,8786,8786,9196,19644,6198,19241,11154,9306,9211,9775,8683,8404,8389,8969
12.89407015,0,77795,8712,8764,8954,8837,8976,9350,19739,6191,19475,11146,9446,10098,8837,8514,8397,8991
12.90970945,0,77810,8668,8661,8859,8683,8771,8859,9555,20091,6256,21396,11462,10589,8983,8492,8397,8969
12.92533898,0,77825,8646,8653,8705,8610,8595,8566,8866,9797,21873,6484,24454,13727,9328,8617,8456,8910
12.94096041,0,77840,8778,8705,8815,8653,8646,8529,8646,9013,9541,25026,6784,46464,16381,9555,8697,9064
12.95657921,0,77855,9468,9409,9724,9431,9350,9167,9394,9929,10464,11733,46765,9109,54192,17166,10332,10025
12.97220445,0,77869,9291,8976,9160,8984,8954,8808,8764,9130,9167,9460,12488,54837,9966,29117,11989,9614
12.98761106,0,77884,9035,8756,8764,8646,8595,8507,8389,8624,8610,8676,9431,12224,29630,7136,26184,11718
13.00308728,0,77899,9702,9042,9035,8712,8609,8478,8441,8661,8551,8558,8976,10010,9409,26741,7063,27856
13.01901841,0,77914,30246,11879,9372,8881,8764,8478,8434,8690,8558,8632,8918,9614,8742,9130,27592,7180
13.01901841,0,A,,,,,,,,,,,,,,,,
13.03433061,0,77929,4600,22929,12041,9409,8925,8698,8529,8756,8683,8595,8910,9424,8624,8683,9299,28252
13.05029464,0,77943,25531,6601,24652,12180,9365,8793,8507,8698,8617,8536,8852,9365,8448,8448,8661,9878
13.06560135,0,77958,10281,24842,6865,24116,12239,9409,8932,8998,8903,8756,9020,9768,8683,8558,8698,9541
13.06560135,0,77973,9350,10421,24351,6704,22562,11176,8998,8984,8866,8720,8984,9541,8543,8492,8500,9211
13.0811975,0,77988,8822,9196,10369,23075,6381,20546,10699,9182,8918,8719,8940,9489,8434,8448,8397,8984
13.0971427,0,78003,8705,8771,9108,9533,20890,6344,19036,10904,9204,8793,8918,9292,8624,8455,8419,8969
13.11274767,0,78017,8690,8734,8815,8830,9394,19395,6286,19160,11198,9269,9123,9805,8690,8529,8375,8925
13.12805796,0,78032,8624,8764,8793,8734,8896,9423,19497,6125,19483,11036,9358,10068,8895,8448,8500,8969
13.14403367,0,78047,8646,8690,8829,8646,8771,8822,9761,20187,6315,21418,11337,10604,9020,8456,8382,8998
13.15965629,0,78062,8558,8698,8727,8558,8654,8610,8830,9731,22137,6418,24468,13705,9431,8610,8492,8896
13.17528033,0,78077,8676,8764,8778,8632,8558,8522,8610,8932,9504,24982,6828,43736,16110,9541,8771,9116
13.19086051,0,78091,9497,9460,9651,9504,9314,9233,9438,9995,10486,11762,44220,9131,54177,17312,10472,10142
13.20652199,0,78106,9138,9050,9130,8962,8918,8881,8829,9159,9203,9541,12825,55350,9966,28875,11828,9629
13.22214508,0,78121,8917,8874,8815,8595,8624,8499,8434,8661,8602,8676,9453,12378,29102,7239,26221,11725
13.2377615,0,78136,9673,9035,9005,8705,8661,8536,8368,8602,8580,8609,9094,10267,9306,26785,7004,27804
13.2533927,0,78151,30246,11894,9358,8903,8698,8617,8448,8712,8624,8543,8866,9702,8676,9042,27702,6990
13.2533927,0,A,,,,,,,,,,,,,,,,
13.26887679,0,78166,4600,22936,12107,9475,8932,8580,8485,8705,8646,8573,8947,9541,8595,8698,9262,28310
13.28427005,0,78180,25378,6608,24688,12143,9401,8763,8529,8756,8720,8646,8881,9453,8441,8522,8719,9746
13.30019331,0,78195,10252,25165,6880,24182,12217,9314,8852,9006,8859,8734,8969,9863,8727,8456,8742,9475
13.31568956,0,78210,9284,10369,24329,6733,22752,11139,8969,9013,8815,8705,8984,9636,8668,8485,8543,9196
13.33256888,0,78225,8822,9094,10325,23354,6594,20517,10699,9130,8962,8683,8837,9350,8544,8353,8323,8984
13.33265305,0,78240,8654,8778,9079,9482,21169,6359,18977,11007,9203,8844,9086,9570,8543,8389,8301,8903
13.34858012,0,78254,8646,8727,8866,8830,9277,19622,6183,19234,11081,9284,8668,9819,8536,8404,8389,8925
13.36424065,0,78269,8675,8690,8800,8705,8851,9365,19307,6022,19365,11095,9343,10157,8654,8500,8389,8954
13.3916595,0,78284,8624,8646,8756,8698,8771,8896,9709,19937,6125,21250,11308,10787,9006,8558,8382,8888
13.40619707,0,78299,8624,8595,8683,8514,8639,8580,8888,9687,22064,6476,24615,13837,9541,8617,8434,8888
13.41159415,0,78314,8675,8690,8822,8653,8639,8566,8566,8925,9497,25238,6858,45694,16623,9592,8668,9116
13.4275732,0,78328,9504,9489,9775,9548,9372,9314,9468,9995,10663,11850,48583,9483,54133,17408,10406,10149
13.44319677,0,78343,9255,9064,9042,8896,8903,8830,8786,9050,9204,9497,13111,54302,9812,29088,11836,9607
13.45845771,0,78358,9013,8822,8756,8646,8610,8514,8426,8609,8580,8632,9489,12202,29146,7298,26287,11682
13.47443748,0,78373,9651,9086,8976,8712,8624,8521,8404,8668,8588,8631,9079,10142,9460,26558,7019,27797
13.49006152,0,78387,30319,11850,9387,8910,8646,8558,8382,8675,8617,8566,8984,9556,8661,9050,27621,7100
13.49006152,0,A,,,,,,,,,,,,,,,,
13.50568676,0,78402,4600,22995,12107,9445,8844,8676,8434,8639,8566,8602,8962,9453,8587,8609,9299,28229
13.52097082,0,78417,25077,6682,24718,12202,9292,8756,8551,8705,8588,8580,8991,9445,8426,8404,8573,9775
13.53685594,0,78432,10289,25091,6858,24109,12188,9446,8815,8918,8873,8749,9064,9819,8624,8463,8654,9445
13.55251217,0,78447,9262,10311,24542,6711,22657,11110,9020,9006,8822,8698,9042,9585,8551,8499,8441,9152
13.56814623,0,78461,8852,9211,10201,22606,6506,20678,10699,9196,8888,8705,8969,9240,8566,8397,8397,8991
13.58352089,0,78476,8646,8764,9130,9460,20883,6432,18977,10846,9116,8815,8998,9438,8448,8411,8353,8888
13.58486724,0,78491,8602,8720,8830,8910,9379,19937,6169,19219,11139,9357,9159,9614,8639,8412,8360,8866
13.60082459,0,78506,8632,8712,8851,8771,8881,9350,19410,6198,19402,11000,9394,10091,8661,8551,8397,8932
13.61645484,0,78521,8639,8595,8756,8661,8749,8837,9673,20392,6425,21345,11528,10809,8918,8558,8433,8962
13.63208985,0,78535,8632,8617,8763,8609,8595,8698,8888,9687,22129,6425,24872,13786,9343,8558,8353,8918
13.64770055,0,78550,8749,8661,8778,8661,8639,8573,8587,8932,9438,24989,6843,46171,16227,9394,8639,9094
13.66329741,0,78565,9475,9504,9739,9460,9336,9226,9358,9929,10442,11623,46090,9189,53503,17151,10355,10024
13.67863202,0,78580,9182,8954,9130,8969,8881,8793,8741,9049,9159,9467,12554,53994,10091,29102,11902,9636
13.69421697,0,78595,9035,8786,8785,8551,8624,8456,8441,8624,8653,8690,9468,12166,29667,7224,26103,11703
13.70983768,0,78610,9687,9042,8983,8727,8595,8514,8485,8646,8587,8632,8815,10113,9416,26815,6960,27834
13.72548962,0,78624,30224,11843,9343,8910,8668,8522,8470,8668,8639,8529,8940,9570,8676,9116,27746,7129
13.72548962,0,A,,,,,,,,,,,,,,,,
13.74110794,0,78639,4600,22936,11968,9482,8940,8551,8492,8654,8661,8632,8954,9372,8595,8698,9328,28288
13.75670147,0,78654,25099,6770,24791,12217,9350,8793,8587,8756,8609,8566,8896,9424,8456,8551,8661,9805
13.77232218,0,78669,10325,24864,6784,24116,12283,9336,8866,9064,8874,8756,9079,9739,8815,8661,8654,9497
13.78797126,0,78684,9233,10310,24439,6755,22834,11183,9006,8984,8866,8720,9013,9489,8712,8588,8507,9159
13.80359244,0,78698,8808,9174,10318,22929,6836,20590,10619,9218,8896,8653,9079,9358,8448,8397,8434,8962
13.81918597,0,78713,8675,8808,9115,9526,21154,6300,18977,10897,9196,8888,9020,9284,8456,8455,8375,8918
13.8348074,0,78728,8565,8654,8859,8852,9343,19754,6432,19219,11154,9226,9145,9709,8742,8529,8353,8969
13.8348074,0,78743,8661,8698,8852,8764,8896,9402,19563,6359,19387,11087,9416,10120,8727,8448,8456,8947
13.86435103,0,78757,8668,8764,8837,8668,8749,8852,9629,19952,6205,21374,11440,10853,8917,8441,8434,8881
13.86435103,0,78772,8697,8646,8661,8588,8654,8632,8859,9790,22174,6608,24696,13617,9336,8602,8375,8910
13.88150239,0,78787,8719,8690,8837,8610,8639,8595,8624,8910,9519,25260,6799,44308,15729,9475,8719,9145
13.89716387,0,78802,9555,9475,9768,9402,9291,9094,9306,9915,10362,11484,44382,9028,52615,17034,10252,10017
13.92421985,0,78817,9130,9013,9123,8976,8925,8822,8785,9079,9138,9401,12356,52718,9776,29036,11938,9673
13.9390223,0,78831,9005,8807,8808,8712,8595,8499,8470,8683,8639,8712,9416,12268,29359,7298,26125,11630
13.94503713,0,78846,9673,9116,8976,8727,8595,8448,8448,8631,8566,8536,9042,10025,9431,26763,7070,27797
13.96100736,0,78861,30283,11799,9423,8888,8712,8595,8368,8668,8690,8558,8991,9511,8646,9130,27966,7122
13.96100736,0,A,,,,,,,,,,,,,,,,
13.9766326,0,78876,4600,22885,12026,9482,8910,8654,8514,8690,8742,8492,8969,9438,8588,8595,9336,28002
13.99225402,0,78891,25106,6623,24637,12180,9357,8778,8529,8771,8632,8602,8837,9299,8433,8492,8631,9885
14.00787282,0,78905,10296,24828,7034,24439,12268,9394,8918,9020,8866,8734,9050,9797,8690,8573,8595,9526
14.02351093,0,78920,9255,10333,24703,6733,22723,11183,9013,8998,8918,8697,8910,9548,8588,8368,8492,9218
14.03876448,0,78935,8859,9123,10340,23185,6579,20509,10597,9182,8903,8720,8962,9379,8419,8434,8360,8962
14.05453467,0,78950,8646,8749,9094,9460,21096,6403,18992,10861,9152,8830,8969,9306,8382,8426,8287,8903
14.0703342,0,78965,8646,8712,8881,8800,9306,19563,6256,19043,11110,9306,9094,9680,8639,8419,8434,8918
14.08589339,0,78979,8661,8653,8844,8742,8910,9387,19615,6198,19519,11051,9416,10061,8742,8426,8404,8910
14.10160804,0,78994,8646,8720,8771,8639,8683,8866,9739,20025,6315,21477,11410,10692,8961,8522,8419,8991
14.11687064,0,79009,8705,8661,8675,8588,8544,8609,8866,9739,22012,6418,24468,13500,9335,8639,8478,8947
14.11687064,0,79024,8720,8756,8778,8690,8595,8558,8668,8954,9555,24989,6777,43172,15685,9387,8720,9123
14.13278842,0,79039,9453,9402,9717,9431,9211,9233,9299,9805,10318,11476,42945,8852,53026,16983,10274,9995
14.14843893,0,79053,9145,9035,9072,8918,8888,8837,8749,9064,9123,9460,12378,53040,9952,29139,11938,9650
14.16407156,0,79068,9050,8815,8793,8646,8551,8544,8434,8705,8646,8610,9394,11931,29696,7210,26221,11762
14.17964816,0,79083,9680,9057,8976,8727,8683,8507,8390,8632,8653,8580,9020,10076,9409,26617,7129,27746
14.19509792,0,79098,30246,11909,9365,8866,8661,8529,8448,8712,8558,8588,8822,9519,8617,9174,27482,7188
14.19509792,0,A,,,,,,,,,,,,,,,,
14.21095276,0,79113,4600,23024,12012,9416,8896,8653,8448,8705,8565,8565,8918,9489,8573,8683,9255,27797
14.22657919,0,79127,25018,6711,24777,12239,9401,8786,8610,8800,8668,8580,8910,9328,8470,8441,8690,9849
14.2421999,0,79142,10355,24842,6755,24292,12246,9328,8947,8991,8881,8815,8947,9680,8829,8617,8646,9504
14.25781965,0,79157,9291,10384,24292,6623,22672,11176,9035,8991,8866,8683,8881,9548,8712,8499,8499,9218
14.27344275,0,79172,8778,9203,10318,23097,6616,20612,10692,9115,8962,8734,8998,9225,8558,8478,8353,8998
14.28905129,0,79187,8690,8734,9028,9599,20986,6374,19079,10860,9255,8800,8962,9350,8456,8434,8309,8896
14.30445099,0,79201,8653,8741,8881,8866,9365,19549,6213,19212,11220,9240,9093,9629,8610,8426,8404,8947
14.31994724,0,79216,8676,8720,8844,8793,8903,9335,19439,6154,19512,11014,9423,9944,8800,8463,8382,8925
14.33585715,0,79231,8668,8646,8874,8690,8815,8932,9687,20311,6388,21543,11418,10530,8991,8595,8434,8991
14.35119033,0,79246,8654,8676,8690,8558,8661,8734,8888,9775,21851,6396,24454,13449,9401,8558,8382,8947
14.36716127,0,79261,8712,8675,8778,8632,8617,8624,8668,8859,9511,24050,6850,42285,15531,9431,8712,9086
14.38243294,0,79275,9482,9409,9643,9387,9196,9130,9306,9826,10215,11286,42299,8727,52469,16785,10215,9966
14.39805365,0,79290,9189,8991,9130,8910,8881,8874,8734,9064,9094,9394,12129,52432,9922,29190,12019,9621
14.39805365,0,79305,8954,8859,8830,8676,8617,8485,8404,8705,8705,8690,9365,11924,29784,7349,26243,11726
14.41397476,0,79320,9709,9079,9006,8756,8617,8485,8390,8668,8632,8610,9005,10003,9401,27137,7034,27841
14.42957783,0,79335,30297,11865,9357,8903,8676,8551,8382,8697,8595,8602,8852,9489,8727,9093,27819,7129
14.42957783,0,A,,,,,,,,,,,,,,,,
14.45709991,0,79349,4600,22892,12063,9482,8917,8654,8456,8749,8646,8529,8822,9328,8551,8668,9321,28200
14.47171092,0,79364,25231,6682,24762,12202,9335,8793,8522,8756,8676,8573,8859,9299,8390,8463,8653,9819
14.47883844,0,79379,10377,24923,6770,24036,12276,9394,8910,8940,8940,8712,8969,9724,8808,8470,8720,9533
14.49481869,0,79394,9262,10443,24652,6704,22753,11183,9006,9116,8881,8756,8925,9504,8719,8404,8536,9115
14.5104394,0,79409,8800,9181,10318,23119,6520,20619,10685,9174,8903,8742,8734,9401,8639,8441,8419,8976
14.52603602,0,79423,8654,8808,9071,9497,21110,6432,19043,10970,9145,8771,8962,9247,8397,8368,8309,8896
14.54146695,0,79438,8624,8771,8844,8910,9321,19637,6161,19241,11205,9218,9057,9489,8698,8463,8302,8939
14.55694604,0,79453,8610,8742,8903,8749,8881,9365,19541,6169,19527,11014,9438,9966,8808,8492,8404,8932
14.57286263,0,79468,8683,8771,8808,8668,8793,8903,9672,20150,6308,21338,11388,10545,8969,8500,8433,8940
14.58955765,0,79483,8617,8587,8764,8536,8624,8610,8932,9812,21697,6564,24476,13405,9387,8565,8382,8940
14.60520744,0,79497,8705,8734,8764,8588,8653,8602,8573,9028,9541,24945,6792,42211,15956,9372,8668,9042
14.60520744,0,79512,9446,9401,9716,9350,9233,9086,9321,9827,10274,11300,42417,8742,53019,17100,10333,10003
14.62108159,0,79527,9204,9020,9123,8969,8918,8815,8793,9079,9225,9541,12554,53612,9900,29183,11931,9636
14.63675046,0,79542,9064,8771,8793,8602,8602,8522,8448,8587,8675,8661,9343,12327,29447,7254,26301,11623
14.65238357,0,79557,9797,9028,8910,8727,8690,8529,8411,8631,8492,8573,9049,10369,9431,26939,6938,27768
14.67856979,0,79571,30217,11857,9379,8925,8698,8558,8485,8698,8639,8595,8903,9599,8653,9028,28098,7070
14.67856979,0,A,,,,,,,,,,,,,,,,
14.67856979,0,79586,4600,23039,12048,9519,8954,8602,8463,8661,8676,8558,8874,9599,8668,8624,9284,28369
14.69419193,0,79601,25400,6740,24652,12209,9350,8734,8492,8727,8661,8646,8910,9424,8500,8500,8595,9849
14.71013522,0,79616,10340,25194,6748,24160,12261,9335,8903,8998,8830,8712,9035,9724,8595,8609,8639,9438
14.72575736,0,79631,9226,10435,24417,6814,22665,11271,8984,9020,8866,8756,8918,9629,8580,8492,8580,9181
14.74139762,0,79645,8822,9057,10289,22811,6601,20597,10685,9093,8932,8661,8844,9387,8397,8456,8448,9006
14.75702953,0,79660,8646,8800,9079,9511,20986,6366,19021,10853,9211,8778,8881,9519,8426,8397,8338,8954
14.77264929,0,79675,8624,8698,8837,8881,9336,19505,6227,19094,11117,9262,9108,9709,8617,8426,8389,8910
14.78826785,0,79690,8690,8778,8815,8756,8962,9380,19695,6110,19461,11000,9467,10120,8895,8448,8360,8947
14.80356789,0,79705,8617,8727,8756,8698,8676,8903,9607,19901,6410,21448,11293,10758,8991,8558,8382,8939
14.81916142,0,79719,8544,8588,8705,8536,8631,8624,8896,9797,22027,6469,24461,13566,9401,8617,8412,8976
14.83481503,0,79734,8756,8719,8749,8676,8595,8588,8617,8940,9504,24762,6718,43604,16227,9541,8705,9079
14.85043287,0,79749,9541,9446,9746,9475,9314,9196,9372,9929,10377,11542,43795,8735,55203,17620,10567,10069
14.86602545,0,79764,9284,9086,9225,9042,8954,8844,8852,9130,9284,9511,12855,55768,10296,29219,11931,9658
14.88164616,0,79779,8954,8786,8793,8639,8588,8500,8463,8661,8734,8580,9511,12495,28838,7107,26184,11703
14.89726734,0,79793,9665,9020,9028,8756,8617,8558,8397,8551,8624,8580,9189,10252,9365,26602,7122,27775
14.91288877,0,79808,30385,11806,9350,8881,8668,8573,8390,8676,8624,8602,8852,9643,8749,9160,27915,7166
14.91288877,0,A,,,,,,,,,,,,,,,,
14.92851067,0,79823,4600,22855,12048,9453,8903,8617,8441,8705,8602,8632,8910,9548,8522,8602,9211,28288
14.94413114,0,79838,25385,6528,24615,12246,9321,8786,8522,8698,8676,8631,8829,9306,8456,8434,8661,9790
14.95975232,0,79853,10362,24908,6828,23984,12166,9277,8837,9005,8800,8683,8961,9687,8661,8507,8580,9438
14.95975232,0,79867,9313,10274,24153,6748,22753,11124,8925,9020,8852,8661,8822,9592,8397,8500,8448,9115
14.98945189,0,79882,8793,9145,10274,22987,6469,20539,10663,9130,8786,8690,8808,9343,8412,8287,8353,8962
14.99703002,0,79897,8668,8705,9086,9438,20869,6278,19058,10816,9182,8844,8903,9372,8441,8375,8258,8837
15.01269078,0,79912,8587,8566,8786,8866,9350,19578,6183,19102,11168,9270,9079,9665,8727,8323,8353,8851
15.02831221,0,79927,8551,8632,8815,8771,8793,9358,19519,6205,19424,11044,9314,10010,8698,8404,8360,8910
15.04393411,0,79941,8551,8639,8764,8617,8705,8764,9585,19952,6308,21396,11256,10692,8954,8507,8382,8866
15.05951548,0,79956,8514,8580,8588,8522,8573,8639,8837,9731,22041,6403,24351,13463,9357,8514,8346,8896
15.07526827,0,79971,8705,8720,8661,8632,8551,8543,8485,8851,9504,24967,6784,42959,15648,9424,8712,8962
15.0907588,0,79986,9460,9372,9585,9365,9233,9072,9255,9834,10230,11337,42644,8735,54595,17423,10311,9995
15.0907588,0,[0;31mE (80317) task_wdt: Task watchdog got triggered. The following tasks did not reset the watchdog in time:[0m,,,,,,,,,,,,,,,,
15.10652065,0,[0;31mE (80317) task_wdt:  - IDLE (CPU 0)[0m,,,,,,,,,,,,,,,,
15.10652065,0,[0;31mE (80317) task_wdt: Tasks currently running:[0m,,,,,,,,,,,,,,,,
15.10652065,0,[0;31mE (80317) task_wdt: CPU 0: IDLE[0m,,,,,,,,,,,,,,,,
15.12200189,0,[0;31mE (80317) task_wdt: CPU 1: IDLE[0m,,,,,,,,,,,,,,,,
15.12200189,0,[0;31mE (80317) task_wdt: Print CPU 0 (current core) backtrace[0m,,,,,,,,,,,,,,,,
15.12200189,0,,,,,,,,,,,,,,,,,
15.12200189,0,,,,,,,,,,,,,,,,,
15.1379745,0,Backtrace:0x400D9DDB:0x3FFB0B800x40082749:0x3FFB0BA0 0x40088561:0x3FFB6AB0 ,,,,,,,,,,,,,,,,
15.1379745,0,,,,,,,,,,,,,,,,,
15.1379745,0,[0;31mE (80317) task_wdt: Print CPU 1 backtrace[0m,,,,,,,,,,,,,,,,
15.1379745,0,,,,,,,,,,,,,,,,,
15.1379745,0,,,,,,,,,,,,,,,,,
15.15353107,0,Backtrace:0x40084949:0x3FFB11800x40082749:0x3FFB11A0 0x4000BFED:0x3FFB7430 0x4008881A:0x3FFB7440 0x400DA038:0x3FFB7460 0x400DA043:0x3FFB7490 0x400D1AF9:0x3FFB74B0 0x40087002:0x3FFB74D0 0x40088569:0x3FFB74F0 ,,,,,,,,,,,,,,,,
15.15353107,0,,,,,,,,,,,,,,,,,
15.15353107,0,80035,9167,9020,9064,8903,8896,8786,8830,9028,9108,9387,12429,54478,10216,28882,11902,9482
15.16916084,0,80071,8881,8763,8741,8551,8544,8478,8397,8573,8551,8631,9284,12246,29315,7327,26074,11586
15.18448591,0,80086,9607,8961,8859,8602,8551,8412,8346,8573,8602,8485,8822,10025,9306,26529,7012,27738
15.2004571,0,80101,30239,11755,9262,8837,8653,8492,8353,8573,8595,8500,8837,9497,8624,9035,27540,7173
15.2004571,0,A,,,,,,,,,,,,,,,,
15.21607828,0,80116,4600,22848,11975,9409,8866,8558,8397,8705,8617,8544,8793,9460,8522,8580,9211,27900
15.23168278,0,80130,25128,6601,24600,12055,9335,8646,8514,8668,8573,8477,8661,9240,8478,8426,8588,9680
15.24728203,0,80145,10230,25341,6682,24072,12166,9321,8830,8969,8837,8690,8991,9680,8580,8558,8543,9445
15.26259327,0,80160,9204,10362,24432,6674,22621,11212,8925,8954,8815,8632,8881,9401,8573,8368,8507,9167
15.27821326,0,80175,8793,9042,10193,22921,6579,20560,10626,9101,8771,8624,8881,9240,8426,8360,8345,8917
15.29383516,0,80190,8551,8668,9013,9343,21162,6388,18977,10750,9167,8749,8852,9299,8375,8324,8331,8800
15.30964684,0,80204,8543,8632,8822,8786,9225,19600,6169,19153,11147,9269,8969,9533,8573,8345,8257,8852
15.32659817,0,80219,8588,8610,8808,8720,8859,9328,19879,6088,19343,11007,9306,9892,8727,8412,8360,8859
15.32901216,0,80234,8646,8639,8771,8617,8712,8793,9643,20054,6213,21396,11234,10443,8844,8456,8309,8837
15.34498405,0,80249,8543,8573,8624,8558,8485,8514,8771,9651,22071,6506,24571,13375,9248,8544,8353,8844
15.36061287,0,80264,8587,8742,8690,8573,8558,8463,8485,8918,9548,24879,6784,42182,15414,9226,8565,9006
15.3762331,0,80278,9372,9291,9548,9372,9093,9057,9255,9724,10149,11234,42138,8661,53642,17144,10223,9856
15.39185143,0,80293,9116,8991,9079,8910,8764,8778,8734,9035,9138,9475,12122,53708,10003,29021,11967,9592
15.40747476,0,80308,8962,8749,8712,8595,8522,8397,8368,8632,8602,8654,9255,12144,29337,7224,26118,11594
15.42309785,0,80323,9643,9035,8888,8661,8543,8434,8368,8646,8543,8514,8962,10083,9446,26573,7041,27651
15.43872499,0,80338,30231,11806,9306,8852,8654,8492,8434,8566,8529,8477,8756,9438,8654,9079,27584,7202
15.43872499,0,A,,,,,,,,,,,,,,,,
15.45433855,0,80352,4600,22877,11938,9394,8859,8551,8404,8712,8602,8551,8830,9336,8463,8668,9240,28303
15.4699614,0,80367,25246,6623,24666,12188,9335,8734,8441,8631,8617,8448,8786,9211,8470,8492,8632,9775
15.48543954,0,80382,10244,24740,6792,24131,12210,9321,8771,8984,8822,8741,8888,9680,8632,8478,8573,9409
15.50456262,0,80397,9174,10377,24417,6799,22672,11146,8984,8896,8830,8698,8910,9423,8477,8463,8536,9152
15.51900005,0,80412,8749,9072,10325,23229,6601,20575,10699,9145,8859,8661,8786,9174,8456,8404,8323,8881
15.5295136,0,80426,8654,8690,9035,9475,21030,6359,18882,10846,9130,8756,8756,9328,8390,8360,8287,8771
15.54513526,0,80441,8617,8683,8822,8815,9306,19578,6249,19168,11220,9225,9020,9526,8529,8390,8360,8808
15.56105876,0,80456,8617,8639,8815,8698,8786,9336,19409,6139,19380,11007,9328,9871,8727,8448,8338,8903
15.57669663,0,80471,8624,8690,8808,8683,8698,8852,9621,20018,6278,21470,11337,10435,8851,8492,8382,8910
15.59246063,0,80486,8529,8573,8632,8514,8558,8566,8793,9680,22173,6440,24637,13251,9262,8544,8382,8903
15.5935061,0,80500,8646,8683,8734,8522,8558,8544,8536,8866,9504,25055,6843,41786,15150,9321,8558,9057
15.60943604,0,80515,9313,9336,9548,9233,9196,9057,9248,9717,10098,11190,41896,8720,53048,17063,10274,9885
15.62506747,0,80530,9123,9049,9072,8896,8815,8749,8705,9013,9123,9402,12056,53708,9886,29139,12004,9592
15.64072227,0,80545,8969,8749,8778,8646,8529,8448,8448,8661,8632,8610,9343,12085,29476,7276,26184,11616
15.65889525,0,80560,9607,9071,8925,8624,8602,8426,8375,8602,8536,8514,8910,10068,9423,26587,7004,27680
15.67487693,0,80574,30209,11784,9357,8852,8632,8448,8419,8544,8580,8536,8859,9497,8749,8969,27599,7092
15.67487693,0,A,,,,,,,,,,,,,,,,
15.69050145,0,80589,4600,22797,12004,9335,8866,8551,8463,8697,8639,8566,8837,9291,8595,8573,9277,28039
15.70611811,0,80604,25172,6667,24608,12209,9321,8749,8529,8705,8602,8536,8807,9204,8434,8441,8610,9812
15.72173429,0,80619,10252,24945,6836,24058,12180,9314,8830,8976,8822,8705,8976,9585,8668,8631,8639,9409
15.73703098,0,80634,9189,10384,24593,6806,22643,11197,8903,8998,8808,8661,8844,9431,8588,8455,8500,9182
15.75262356,0,80648,8771,9079,10215,22870,6557,20561,10663,9145,8866,8654,8822,9277,8478,8448,8382,8896
15.76855016,0,80663,8632,8675,9035,9431,21169,6359,18962,10824,9108,8778,8837,9233,8456,8375,8316,8837
15.78397226,0,80678,8587,8675,8830,8859,9299,19659,6198,19153,11205,9262,9035,9541,8558,8375,8316,8844
15.79983497,0,80693,8573,8698,8771,8778,8793,9358,19505,6169,19446,11095,9343,9834,8734,8463,8360,8866
15.81532216,0,80708,8595,8646,8786,8624,8705,8932,9651,20084,6278,21418,11337,10465,8896,8463,8412,8932
15.81532216,0,80722,8514,8573,8646,8536,8529,8580,8815,9680,22012,6520,24718,13287,9240,8492,8404,8844
15.83102894,0,80737,8742,8661,8778,8617,8507,8521,8522,8962,9592,24915,6792,41705,15047,9358,8631,9028
15.84635139,0,80752,9358,9270,9526,9299,9181,9072,9218,9636,10186,11198,41376,8683,52689,16946,10252,9929
15.86231136,0,80767,9145,8991,9050,8932,8756,8763,8661,9057,9108,9292,11850,52967,9834,29029,11975,9651
15.87792492,0,80782,8925,8822,8778,8588,8536,8463,8375,8602,8558,8609,9218,12063,29564,7334,26059,11572
15.89356852,0,80796,9629,8969,8962,8734,8602,8507,8382,8588,8551,8529,8947,10025,9416,26624,6946,27768
15.90910959,0,80811,30224,11843,9336,8859,8646,8463,8404,8617,8646,8514,8785,9497,8742,9108,27548,7092
15.90910959,0,A,,,,,,,,,,,,,,,,
15.9248116,0,80826,4600,22833,12026,9357,8851,8668,8470,8712,8595,8565,8793,9335,8507,8529,9233,28193
15.94044399,0,80841,25444,6623,24630,12107,9321,8705,8478,8683,8646,8529,8807,9240,8434,8485,8602,9724
15.95606089,0,80856,10333,24864,6828,24065,12136,9284,8844,8888,8866,8734,8998,9548,8639,8507,8639,9467
15.9716742,0,80870,9145,10311,24600,6755,22679,11161,8976,9020,8815,8654,8844,9394,8544,8419,8411,9108
15.98729563,0,80885,8800,9071,10230,22745,6564,20517,10648,9116,8866,8653,8852,9160,8419,8360,8331,8896
16.0029161,0,80900,8558,8719,9086,9431,21272,6381,19006,10809,9152,8727,8800,9145,8441,8331,8345,8866
